"","activity","subject","V2","variable","V1"
"1643",4,2,"SITTING","tBodyGyroJerkMag-mean()",-0.991976341276596
"1644",4,2,"SITTING","fBodyAccMag-mean()",-0.947782922553192
"1645",4,2,"SITTING","fBodyBodyAccJerkMag-mean()",-0.985262126808511
"1646",4,2,"SITTING","fBodyBodyGyroMag-mean()",-0.958435589361702
"1647",4,2,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.989797547234043
"1648",4,2,"SITTING","tBodyAccMag-std()",-0.927078418723404
"1649",4,2,"SITTING","tGravityAccMag-std()",-0.927078418723404
"1650",4,2,"SITTING","tBodyAccJerkMag-std()",-0.984120024042553
"1651",4,2,"SITTING","tBodyGyroMag-std()",-0.934531840425532
"1652",4,2,"SITTING","tBodyGyroJerkMag-std()",-0.988308728510638
"1653",4,2,"SITTING","fBodyAccMag-std()",-0.928444801702128
"1654",4,2,"SITTING","fBodyBodyAccJerkMag-std()",-0.981606177446808
"1655",4,2,"SITTING","fBodyBodyGyroMag-std()",-0.932198374893617
"1656",4,2,"SITTING","fBodyBodyGyroJerkMag-std()",-0.987049617234043
"1657",4,3,"SITTING","tBodyAccMag-mean()",-0.895383350192308
"1658",4,3,"SITTING","tGravityAccMag-mean()",-0.895383350192308
"1659",4,3,"SITTING","tBodyAccJerkMag-mean()",-0.969080752884615
"1660",4,3,"SITTING","tBodyGyroMag-mean()",-0.919354372307692
"1661",4,3,"SITTING","tBodyGyroJerkMag-mean()",-0.977998051923077
"1662",4,3,"SITTING","fBodyAccMag-mean()",-0.904185725576923
"1663",4,3,"SITTING","fBodyBodyAccJerkMag-mean()",-0.965888891730769
"1664",4,3,"SITTING","fBodyBodyGyroMag-mean()",-0.946664943653846
"1665",4,3,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.977898105576923
"1666",4,3,"SITTING","tBodyAccMag-std()",-0.8703017
"1667",4,3,"SITTING","tGravityAccMag-std()",-0.8703017
"1668",4,3,"SITTING","tBodyAccJerkMag-std()",-0.966550084230769
"1669",4,3,"SITTING","tBodyGyroMag-std()",-0.925518103807692
"1670",4,3,"SITTING","tBodyGyroJerkMag-std()",-0.976772675961538
"1671",4,3,"SITTING","fBodyAccMag-std()",-0.874626592115385
"1672",4,3,"SITTING","fBodyBodyAccJerkMag-std()",-0.966568852884615
"1673",4,3,"SITTING","fBodyBodyGyroMag-std()",-0.925449629
"1674",4,3,"SITTING","fBodyBodyGyroJerkMag-std()",-0.976689802692308
"1675",4,4,"SITTING","tBodyAccMag-mean()",-0.895383350192308
"1676",4,4,"SITTING","tGravityAccMag-mean()",-0.895383350192308
"1677",4,4,"SITTING","tBodyAccJerkMag-mean()",-0.969080752884615
"1678",4,4,"SITTING","tBodyGyroMag-mean()",-0.919354372307692
"1679",4,4,"SITTING","tBodyGyroJerkMag-mean()",-0.977998051923077
"1680",4,4,"SITTING","fBodyAccMag-mean()",-0.904185725576923
"1681",4,4,"SITTING","fBodyBodyAccJerkMag-mean()",-0.965888891730769
"1682",4,4,"SITTING","fBodyBodyGyroMag-mean()",-0.946664943653846
"1683",4,4,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.977898105576923
"1684",4,4,"SITTING","tBodyAccMag-std()",-0.8703017
"1685",4,4,"SITTING","tGravityAccMag-std()",-0.8703017
"1686",4,4,"SITTING","tBodyAccJerkMag-std()",-0.966550084230769
"1687",4,4,"SITTING","tBodyGyroMag-std()",-0.925518103807692
"1688",4,4,"SITTING","tBodyGyroJerkMag-std()",-0.976772675961538
"1689",4,4,"SITTING","fBodyAccMag-std()",-0.874626592115385
"1690",4,4,"SITTING","fBodyBodyAccJerkMag-std()",-0.966568852884615
"1691",4,4,"SITTING","fBodyBodyGyroMag-std()",-0.925449629
"1692",4,4,"SITTING","fBodyBodyGyroJerkMag-std()",-0.976689802692308
"1693",4,5,"SITTING","tBodyAccMag-mean()",-0.9379783225
"1694",4,5,"SITTING","tGravityAccMag-mean()",-0.9379783225
"1695",4,5,"SITTING","tBodyAccJerkMag-mean()",-0.969320155681818
"1696",4,5,"SITTING","tBodyGyroMag-mean()",-0.934301646590909
"1697",4,5,"SITTING","tBodyGyroJerkMag-mean()",-0.973848287045455
"1698",4,5,"SITTING","fBodyAccMag-mean()",-0.936290604545455
"1699",4,5,"SITTING","fBodyBodyAccJerkMag-mean()",-0.964440302272727
"1700",4,5,"SITTING","fBodyBodyGyroMag-mean()",-0.944760322045455
"1701",4,5,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.971598370227273
"1702",4,5,"SITTING","tBodyAccMag-std()",-0.920939027727273
"1703",4,5,"SITTING","tGravityAccMag-std()",-0.920939027727273
"1704",4,5,"SITTING","tBodyAccJerkMag-std()",-0.965757731590909
"1705",4,5,"SITTING","tBodyGyroMag-std()",-0.931414810454545
"1706",4,5,"SITTING","tBodyGyroJerkMag-std()",-0.970392610454546
"1707",4,5,"SITTING","fBodyAccMag-std()",-0.925669291136364
"1708",4,5,"SITTING","fBodyBodyAccJerkMag-std()",-0.966545323409091
"1709",4,5,"SITTING","fBodyBodyGyroMag-std()",-0.934746865454545
"1710",4,5,"SITTING","fBodyBodyGyroJerkMag-std()",-0.970675403409091
"1711",4,6,"SITTING","tBodyAccMag-mean()",-0.949543531272727
"1712",4,6,"SITTING","tGravityAccMag-mean()",-0.949543531272727
"1713",4,6,"SITTING","tBodyAccJerkMag-mean()",-0.962733502
"1714",4,6,"SITTING","tBodyGyroMag-mean()",-0.932703812181818
"1715",4,6,"SITTING","tBodyGyroJerkMag-mean()",-0.962929227818182
"1716",4,6,"SITTING","fBodyAccMag-mean()",-0.935750391272727
"1717",4,6,"SITTING","fBodyBodyAccJerkMag-mean()",-0.948348653636364
"1718",4,6,"SITTING","fBodyBodyGyroMag-mean()",-0.929725679272727
"1719",4,6,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.952034566
"1720",4,6,"SITTING","tBodyAccMag-std()",-0.931572655636364
"1721",4,6,"SITTING","tGravityAccMag-std()",-0.931572655636364
"1722",4,6,"SITTING","tBodyAccJerkMag-std()",-0.948181827818182
"1723",4,6,"SITTING","tBodyGyroMag-std()",-0.921259472727273
"1724",4,6,"SITTING","tBodyGyroJerkMag-std()",-0.950150571818182
"1725",4,6,"SITTING","fBodyAccMag-std()",-0.939547202909091
"1726",4,6,"SITTING","fBodyBodyAccJerkMag-std()",-0.947304700363636
"1727",4,6,"SITTING","fBodyBodyGyroMag-std()",-0.929549141636364
"1728",4,6,"SITTING","fBodyBodyGyroJerkMag-std()",-0.951196693454545
"1729",4,7,"SITTING","tBodyAccMag-mean()",-0.918432107083333
"1730",4,7,"SITTING","tGravityAccMag-mean()",-0.918432107083333
"1731",4,7,"SITTING","tBodyAccJerkMag-mean()",-0.976559676458333
"1732",4,7,"SITTING","tBodyGyroMag-mean()",-0.897870535
"1733",4,7,"SITTING","tBodyGyroJerkMag-mean()",-0.981665122291667
"1734",4,7,"SITTING","fBodyAccMag-mean()",-0.90895677625
"1735",4,7,"SITTING","fBodyBodyAccJerkMag-mean()",-0.970954184166667
"1736",4,7,"SITTING","fBodyBodyGyroMag-mean()",-0.933081955208333
"1737",4,7,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.978634991458333
"1738",4,7,"SITTING","tBodyAccMag-std()",-0.881957619770833
"1739",4,7,"SITTING","tGravityAccMag-std()",-0.881957619770833
"1740",4,7,"SITTING","tBodyAccJerkMag-std()",-0.970243274166667
"1741",4,7,"SITTING","tBodyGyroMag-std()",-0.898063314375
"1742",4,7,"SITTING","tBodyGyroJerkMag-std()",-0.976214430208333
"1743",4,7,"SITTING","fBodyAccMag-std()",-0.88691563825
"1744",4,7,"SITTING","fBodyBodyAccJerkMag-std()",-0.9684948675
"1745",4,7,"SITTING","fBodyBodyGyroMag-std()",-0.895804978125
"1746",4,7,"SITTING","fBodyBodyGyroJerkMag-std()",-0.97496593875
"1747",4,8,"SITTING","tBodyAccMag-mean()",-0.952139704347826
"1748",4,8,"SITTING","tGravityAccMag-mean()",-0.952139704347826
"1749",4,8,"SITTING","tBodyAccJerkMag-mean()",-0.986061512173913
"1750",4,8,"SITTING","tBodyGyroMag-mean()",-0.93268224326087
"1751",4,8,"SITTING","tBodyGyroJerkMag-mean()",-0.991807428043478
"1752",4,8,"SITTING","fBodyAccMag-mean()",-0.947981783478261
"1753",4,8,"SITTING","fBodyBodyAccJerkMag-mean()",-0.980932292391304
"1754",4,8,"SITTING","fBodyBodyGyroMag-mean()",-0.965806789347826
"1755",4,8,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.987730604130435
"1756",4,8,"SITTING","tBodyAccMag-std()",-0.929943615630435
"1757",4,8,"SITTING","tGravityAccMag-std()",-0.929943615630435
"1758",4,8,"SITTING","tBodyAccJerkMag-std()",-0.980667377391304
"1759",4,8,"SITTING","tBodyGyroMag-std()",-0.953001632173913
"1760",4,8,"SITTING","tBodyGyroJerkMag-std()",-0.986756670869565
"1761",4,8,"SITTING","fBodyAccMag-std()",-0.93172124
"1762",4,8,"SITTING","fBodyBodyAccJerkMag-std()",-0.97932021173913
"1763",4,8,"SITTING","fBodyBodyGyroMag-std()",-0.953251156521739
"1764",4,8,"SITTING","fBodyBodyGyroJerkMag-std()",-0.986147262608696
"1765",4,9,"SITTING","tBodyAccMag-mean()",-0.9379783225
"1766",4,9,"SITTING","tGravityAccMag-mean()",-0.9379783225
"1767",4,9,"SITTING","tBodyAccJerkMag-mean()",-0.969320155681818
"1768",4,9,"SITTING","tBodyGyroMag-mean()",-0.934301646590909
"1769",4,9,"SITTING","tBodyGyroJerkMag-mean()",-0.973848287045455
"1770",4,9,"SITTING","fBodyAccMag-mean()",-0.936290604545455
"1771",4,9,"SITTING","fBodyBodyAccJerkMag-mean()",-0.964440302272727
"1772",4,9,"SITTING","fBodyBodyGyroMag-mean()",-0.944760322045455
"1773",4,9,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.971598370227273
"1774",4,9,"SITTING","tBodyAccMag-std()",-0.920939027727273
"1775",4,9,"SITTING","tGravityAccMag-std()",-0.920939027727273
"1776",4,9,"SITTING","tBodyAccJerkMag-std()",-0.965757731590909
"1777",4,9,"SITTING","tBodyGyroMag-std()",-0.931414810454545
"1778",4,9,"SITTING","tBodyGyroJerkMag-std()",-0.970392610454546
"1779",4,9,"SITTING","fBodyAccMag-std()",-0.925669291136364
"1780",4,9,"SITTING","fBodyBodyAccJerkMag-std()",-0.966545323409091
"1781",4,9,"SITTING","fBodyBodyGyroMag-std()",-0.934746865454545
"1782",4,9,"SITTING","fBodyBodyGyroJerkMag-std()",-0.970675403409091
"1783",4,10,"SITTING","tBodyAccMag-mean()",-0.946176215744681
"1784",4,10,"SITTING","tGravityAccMag-mean()",-0.946176215744681
"1785",4,10,"SITTING","tBodyAccJerkMag-mean()",-0.961762995531915
"1786",4,10,"SITTING","tBodyGyroMag-mean()",-0.92663500787234
"1787",4,10,"SITTING","tBodyGyroJerkMag-mean()",-0.961829089148936
"1788",4,10,"SITTING","fBodyAccMag-mean()",-0.930084624255319
"1789",4,10,"SITTING","fBodyBodyAccJerkMag-mean()",-0.945031535744681
"1790",4,10,"SITTING","fBodyBodyGyroMag-mean()",-0.924252704255319
"1791",4,10,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.949032936170213
"1792",4,10,"SITTING","tBodyAccMag-std()",-0.92452951893617
"1793",4,10,"SITTING","tGravityAccMag-std()",-0.92452951893617
"1794",4,10,"SITTING","tBodyAccJerkMag-std()",-0.944443739148936
"1795",4,10,"SITTING","tBodyGyroMag-std()",-0.914188875319149
"1796",4,10,"SITTING","tBodyGyroJerkMag-std()",-0.946556766382979
"1797",4,10,"SITTING","fBodyAccMag-std()",-0.932843845531915
"1798",4,10,"SITTING","fBodyBodyAccJerkMag-std()",-0.943083062553192
"1799",4,10,"SITTING","fBodyBodyGyroMag-std()",-0.922666342978723
"1800",4,10,"SITTING","fBodyBodyGyroJerkMag-std()",-0.947068972765957
"1801",4,11,"SITTING","tBodyAccMag-mean()",-0.961970763773585
"1802",4,11,"SITTING","tGravityAccMag-mean()",-0.961970763773585
"1803",4,11,"SITTING","tBodyAccJerkMag-mean()",-0.97935563509434
"1804",4,11,"SITTING","tBodyGyroMag-mean()",-0.951884472075472
"1805",4,11,"SITTING","tBodyGyroJerkMag-mean()",-0.989519031132076
"1806",4,11,"SITTING","fBodyAccMag-mean()",-0.953066009056604
"1807",4,11,"SITTING","fBodyBodyAccJerkMag-mean()",-0.975315331509434
"1808",4,11,"SITTING","fBodyBodyGyroMag-mean()",-0.969799951132076
"1809",4,11,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.987255972641509
"1810",4,11,"SITTING","tBodyAccMag-std()",-0.944581826415094
"1811",4,11,"SITTING","tGravityAccMag-std()",-0.944581826415094
"1812",4,11,"SITTING","tBodyAccJerkMag-std()",-0.974511726792453
"1813",4,11,"SITTING","tBodyGyroMag-std()",-0.959964488301887
"1814",4,11,"SITTING","tBodyGyroJerkMag-std()",-0.986256664716981
"1815",4,11,"SITTING","fBodyAccMag-std()",-0.948521986037736
"1816",4,11,"SITTING","fBodyBodyAccJerkMag-std()",-0.972289134150943
"1817",4,11,"SITTING","fBodyBodyGyroMag-std()",-0.960711241886792
"1818",4,11,"SITTING","fBodyBodyGyroJerkMag-std()",-0.985607229245283
"1819",4,12,"SITTING","tBodyAccMag-mean()",-0.923291105555556
"1820",4,12,"SITTING","tGravityAccMag-mean()",-0.923291105555556
"1821",4,12,"SITTING","tBodyAccJerkMag-mean()",-0.974790100185185
"1822",4,12,"SITTING","tBodyGyroMag-mean()",-0.905071728148148
"1823",4,12,"SITTING","tBodyGyroJerkMag-mean()",-0.979331914444444
"1824",4,12,"SITTING","fBodyAccMag-mean()",-0.914849897777778
"1825",4,12,"SITTING","fBodyBodyAccJerkMag-mean()",-0.96969765537037
"1826",4,12,"SITTING","fBodyBodyGyroMag-mean()",-0.935246360740741
"1827",4,12,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.976699875740741
"1828",4,12,"SITTING","tBodyAccMag-std()",-0.891405386833333
"1829",4,12,"SITTING","tGravityAccMag-std()",-0.891405386833333
"1830",4,12,"SITTING","tBodyAccJerkMag-std()",-0.969390768518518
"1831",4,12,"SITTING","tBodyGyroMag-std()",-0.904367641666667
"1832",4,12,"SITTING","tBodyGyroJerkMag-std()",-0.974779274814815
"1833",4,12,"SITTING","fBodyAccMag-std()",-0.896663039925926
"1834",4,12,"SITTING","fBodyBodyAccJerkMag-std()",-0.968150814814815
"1835",4,12,"SITTING","fBodyBodyGyroMag-std()",-0.903425110925926
"1836",4,12,"SITTING","fBodyBodyGyroJerkMag-std()",-0.974283053703704
"1837",4,13,"SITTING","tBodyAccMag-mean()",-0.953751248333333
"1838",4,13,"SITTING","tGravityAccMag-mean()",-0.953751248333333
"1839",4,13,"SITTING","tBodyAccJerkMag-mean()",-0.986302300833333
"1840",4,13,"SITTING","tBodyGyroMag-mean()",-0.934878330208333
"1841",4,13,"SITTING","tBodyGyroJerkMag-mean()",-0.991964260833333
"1842",4,13,"SITTING","fBodyAccMag-mean()",-0.9497393125
"1843",4,13,"SITTING","fBodyBodyAccJerkMag-mean()",-0.981410555625
"1844",4,13,"SITTING","fBodyBodyGyroMag-mean()",-0.96680787375
"1845",4,13,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.988034317083333
"1846",4,13,"SITTING","tBodyAccMag-std()",-0.932481038520833
"1847",4,13,"SITTING","tGravityAccMag-std()",-0.932481038520833
"1848",4,13,"SITTING","tBodyAccJerkMag-std()",-0.981175412708333
"1849",4,13,"SITTING","tBodyGyroMag-std()",-0.954409487083333
"1850",4,13,"SITTING","tBodyGyroJerkMag-std()",-0.98710691875
"1851",4,13,"SITTING","fBodyAccMag-std()",-0.934224144583333
"1852",4,13,"SITTING","fBodyBodyAccJerkMag-std()",-0.9798582075
"1853",4,13,"SITTING","fBodyBodyGyroMag-std()",-0.954648350625
"1854",4,13,"SITTING","fBodyBodyGyroJerkMag-std()",-0.986529805416667
"1855",4,14,"SITTING","tBodyAccMag-mean()",-0.944197943703704
"1856",4,14,"SITTING","tGravityAccMag-mean()",-0.944197943703704
"1857",4,14,"SITTING","tBodyAccJerkMag-mean()",-0.976521006111111
"1858",4,14,"SITTING","tBodyGyroMag-mean()",-0.942756369259259
"1859",4,14,"SITTING","tBodyGyroJerkMag-mean()",-0.988317606666667
"1860",4,14,"SITTING","fBodyAccMag-mean()",-0.940589853333333
"1861",4,14,"SITTING","fBodyBodyAccJerkMag-mean()",-0.972985342962963
"1862",4,14,"SITTING","fBodyBodyGyroMag-mean()",-0.963320540555556
"1863",4,14,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.987324239259259
"1864",4,14,"SITTING","tBodyAccMag-std()",-0.92549582962963
"1865",4,14,"SITTING","tGravityAccMag-std()",-0.92549582962963
"1866",4,14,"SITTING","tBodyAccJerkMag-std()",-0.973343388888889
"1867",4,14,"SITTING","tBodyGyroMag-std()",-0.947081158333333
"1868",4,14,"SITTING","tBodyGyroJerkMag-std()",-0.986963989814815
"1869",4,14,"SITTING","fBodyAccMag-std()",-0.929193937222222
"1870",4,14,"SITTING","fBodyBodyAccJerkMag-std()",-0.972959409444444
"1871",4,14,"SITTING","fBodyBodyGyroMag-std()",-0.946517963703704
"1872",4,14,"SITTING","fBodyBodyGyroJerkMag-std()",-0.987065177777778
"1873",4,15,"SITTING","tBodyAccMag-mean()",-0.958669836271186
"1874",4,15,"SITTING","tGravityAccMag-mean()",-0.958669836271186
"1875",4,15,"SITTING","tBodyAccJerkMag-mean()",-0.986107839152542
"1876",4,15,"SITTING","tBodyGyroMag-mean()",-0.957331628305085
"1877",4,15,"SITTING","tBodyGyroJerkMag-mean()",-0.992188893898305
"1878",4,15,"SITTING","fBodyAccMag-mean()",-0.949752001322034
"1879",4,15,"SITTING","fBodyBodyAccJerkMag-mean()",-0.984689437118644
"1880",4,15,"SITTING","fBodyBodyGyroMag-mean()",-0.973762179830509
"1881",4,15,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.990180959322034
"1882",4,15,"SITTING","tBodyAccMag-std()",-0.93797790559322
"1883",4,15,"SITTING","tGravityAccMag-std()",-0.93797790559322
"1884",4,15,"SITTING","tBodyAccJerkMag-std()",-0.984639018474576
"1885",4,15,"SITTING","tBodyGyroMag-std()",-0.963475074915254
"1886",4,15,"SITTING","tBodyGyroJerkMag-std()",-0.989720049491525
"1887",4,15,"SITTING","fBodyAccMag-std()",-0.941195938135593
"1888",4,15,"SITTING","fBodyBodyAccJerkMag-std()",-0.983276251694915
"1889",4,15,"SITTING","fBodyBodyGyroMag-std()",-0.963378228474576
"1890",4,15,"SITTING","fBodyBodyGyroJerkMag-std()",-0.989503941694915
"1891",4,16,"SITTING","tBodyAccMag-mean()",-0.961879680724638
"1892",4,16,"SITTING","tGravityAccMag-mean()",-0.961879680724638
"1893",4,16,"SITTING","tBodyAccJerkMag-mean()",-0.987472699130435
"1894",4,16,"SITTING","tBodyGyroMag-mean()",-0.946417382463768
"1895",4,16,"SITTING","tBodyGyroJerkMag-mean()",-0.992444606231884
"1896",4,16,"SITTING","fBodyAccMag-mean()",-0.958335480724638
"1897",4,16,"SITTING","fBodyBodyAccJerkMag-mean()",-0.983968635942029
"1898",4,16,"SITTING","fBodyBodyGyroMag-mean()",-0.954060994347826
"1899",4,16,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.989363136376812
"1900",4,16,"SITTING","tBodyAccMag-std()",-0.941051236086957
"1901",4,16,"SITTING","tGravityAccMag-std()",-0.941051236086957
"1902",4,16,"SITTING","tBodyAccJerkMag-std()",-0.983615334057971
"1903",4,16,"SITTING","tBodyGyroMag-std()",-0.937942404637681
"1904",4,16,"SITTING","tBodyGyroJerkMag-std()",-0.988261252608696
"1905",4,16,"SITTING","fBodyAccMag-std()",-0.942588250115942
"1906",4,16,"SITTING","fBodyBodyAccJerkMag-std()",-0.982190554782609
"1907",4,16,"SITTING","fBodyBodyGyroMag-std()",-0.938863215072464
"1908",4,16,"SITTING","fBodyBodyGyroJerkMag-std()",-0.987506348985507
"1909",4,17,"SITTING","tBodyAccMag-mean()",-0.97274734640625
"1910",4,17,"SITTING","tGravityAccMag-mean()",-0.97274734640625
"1911",4,17,"SITTING","tBodyAccJerkMag-mean()",-0.99281471515625
"1912",4,17,"SITTING","tBodyGyroMag-mean()",-0.967177744375
"1913",4,17,"SITTING","tBodyGyroJerkMag-mean()",-0.996334795
"1914",4,17,"SITTING","fBodyAccMag-mean()",-0.973626755
"1915",4,17,"SITTING","fBodyBodyAccJerkMag-mean()",-0.99142725046875
"1916",4,17,"SITTING","fBodyBodyGyroMag-mean()",-0.98336929234375
"1917",4,17,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.995204564375
"1918",4,17,"SITTING","tBodyAccMag-std()",-0.96506519109375
"1919",4,17,"SITTING","tGravityAccMag-std()",-0.96506519109375
"1920",4,17,"SITTING","tBodyAccJerkMag-std()",-0.99144649921875
"1921",4,17,"SITTING","tBodyGyroMag-std()",-0.97541025484375
"1922",4,17,"SITTING","tBodyGyroJerkMag-std()",-0.994446755625
"1923",4,17,"SITTING","fBodyAccMag-std()",-0.9653996796875
"1924",4,17,"SITTING","fBodyBodyAccJerkMag-std()",-0.99031962640625
"1925",4,17,"SITTING","fBodyBodyGyroMag-std()",-0.97471085296875
"1926",4,17,"SITTING","fBodyBodyGyroJerkMag-std()",-0.99362452375
"1927",4,18,"SITTING","tBodyAccMag-mean()",-0.961970763773585
"1928",4,18,"SITTING","tGravityAccMag-mean()",-0.961970763773585
"1929",4,18,"SITTING","tBodyAccJerkMag-mean()",-0.97935563509434
"1930",4,18,"SITTING","tBodyGyroMag-mean()",-0.951884472075472
"1931",4,18,"SITTING","tBodyGyroJerkMag-mean()",-0.989519031132076
"1932",4,18,"SITTING","fBodyAccMag-mean()",-0.953066009056604
"1933",4,18,"SITTING","fBodyBodyAccJerkMag-mean()",-0.975315331509434
"1934",4,18,"SITTING","fBodyBodyGyroMag-mean()",-0.969799951132076
"1935",4,18,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.987255972641509
"1936",4,18,"SITTING","tBodyAccMag-std()",-0.944581826415094
"1937",4,18,"SITTING","tGravityAccMag-std()",-0.944581826415094
"1938",4,18,"SITTING","tBodyAccJerkMag-std()",-0.974511726792453
"1939",4,18,"SITTING","tBodyGyroMag-std()",-0.959964488301887
"1940",4,18,"SITTING","tBodyGyroJerkMag-std()",-0.986256664716981
"1941",4,18,"SITTING","fBodyAccMag-std()",-0.948521986037736
"1942",4,18,"SITTING","fBodyBodyAccJerkMag-std()",-0.972289134150943
"1943",4,18,"SITTING","fBodyBodyGyroMag-std()",-0.960711241886792
"1944",4,18,"SITTING","fBodyBodyGyroJerkMag-std()",-0.985607229245283
"1945",4,19,"SITTING","tBodyAccMag-mean()",-0.962074065616438
"1946",4,19,"SITTING","tGravityAccMag-mean()",-0.962074065616438
"1947",4,19,"SITTING","tBodyAccJerkMag-mean()",-0.986423976027397
"1948",4,19,"SITTING","tBodyGyroMag-mean()",-0.942229043835616
"1949",4,19,"SITTING","tBodyGyroJerkMag-mean()",-0.989450316575342
"1950",4,19,"SITTING","fBodyAccMag-mean()",-0.962632577945206
"1951",4,19,"SITTING","fBodyBodyAccJerkMag-mean()",-0.983751646712329
"1952",4,19,"SITTING","fBodyBodyGyroMag-mean()",-0.964238768493151
"1953",4,19,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.986727418493151
"1954",4,19,"SITTING","tBodyAccMag-std()",-0.951755657260274
"1955",4,19,"SITTING","tGravityAccMag-std()",-0.951755657260274
"1956",4,19,"SITTING","tBodyAccJerkMag-std()",-0.984205184931507
"1957",4,19,"SITTING","tBodyGyroMag-std()",-0.950491807945205
"1958",4,19,"SITTING","tBodyGyroJerkMag-std()",-0.985831284657534
"1959",4,19,"SITTING","fBodyAccMag-std()",-0.952802277671233
"1960",4,19,"SITTING","fBodyBodyAccJerkMag-std()",-0.983687272739726
"1961",4,19,"SITTING","fBodyBodyGyroMag-std()",-0.950484417260274
"1962",4,19,"SITTING","fBodyBodyGyroJerkMag-std()",-0.985416444657534
"1963",4,20,"SITTING","tBodyAccMag-mean()",-0.944197943703704
"1964",4,20,"SITTING","tGravityAccMag-mean()",-0.944197943703704
"1965",4,20,"SITTING","tBodyAccJerkMag-mean()",-0.976521006111111
"1966",4,20,"SITTING","tBodyGyroMag-mean()",-0.942756369259259
"1967",4,20,"SITTING","tBodyGyroJerkMag-mean()",-0.988317606666667
"1968",4,20,"SITTING","fBodyAccMag-mean()",-0.940589853333333
"1969",4,20,"SITTING","fBodyBodyAccJerkMag-mean()",-0.972985342962963
"1970",4,20,"SITTING","fBodyBodyGyroMag-mean()",-0.963320540555556
"1971",4,20,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.987324239259259
"1972",4,20,"SITTING","tBodyAccMag-std()",-0.92549582962963
"1973",4,20,"SITTING","tGravityAccMag-std()",-0.92549582962963
"1974",4,20,"SITTING","tBodyAccJerkMag-std()",-0.973343388888889
"1975",4,20,"SITTING","tBodyGyroMag-std()",-0.947081158333333
"1976",4,20,"SITTING","tBodyGyroJerkMag-std()",-0.986963989814815
"1977",4,20,"SITTING","fBodyAccMag-std()",-0.929193937222222
"1978",4,20,"SITTING","fBodyBodyAccJerkMag-std()",-0.972959409444444
"1979",4,20,"SITTING","fBodyBodyGyroMag-std()",-0.946517963703704
"1980",4,20,"SITTING","fBodyBodyGyroJerkMag-std()",-0.987065177777778
"1981",4,21,"SITTING","tBodyAccMag-mean()",-0.974734999411765
"1982",4,21,"SITTING","tGravityAccMag-mean()",-0.974734999411765
"1983",4,21,"SITTING","tBodyAccJerkMag-mean()",-0.985947225176471
"1984",4,21,"SITTING","tBodyGyroMag-mean()",-0.964971113764706
"1985",4,21,"SITTING","tBodyGyroJerkMag-mean()",-0.990307349882353
"1986",4,21,"SITTING","fBodyAccMag-mean()",-0.974829227058824
"1987",4,21,"SITTING","fBodyBodyAccJerkMag-mean()",-0.985342358705882
"1988",4,21,"SITTING","fBodyBodyGyroMag-mean()",-0.977839702352941
"1989",4,21,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.990014272588235
"1990",4,21,"SITTING","tBodyAccMag-std()",-0.971994251294118
"1991",4,21,"SITTING","tGravityAccMag-std()",-0.971994251294118
"1992",4,21,"SITTING","tBodyAccJerkMag-std()",-0.986520865058824
"1993",4,21,"SITTING","tBodyGyroMag-std()",-0.971225061647059
"1994",4,21,"SITTING","tBodyGyroJerkMag-std()",-0.990302232705882
"1995",4,21,"SITTING","fBodyAccMag-std()",-0.974447593176471
"1996",4,21,"SITTING","fBodyBodyAccJerkMag-std()",-0.986991549529412
"1997",4,21,"SITTING","fBodyBodyGyroMag-std()",-0.972027251294118
"1998",4,21,"SITTING","fBodyBodyGyroJerkMag-std()",-0.991062204823529
"1999",4,22,"SITTING","tBodyAccMag-mean()",-0.942167353870968
"2000",4,22,"SITTING","tGravityAccMag-mean()",-0.942167353870968
"2001",4,22,"SITTING","tBodyAccJerkMag-mean()",-0.979303714032258
"2002",4,22,"SITTING","tBodyGyroMag-mean()",-0.942077432741935
"2003",4,22,"SITTING","tBodyGyroJerkMag-mean()",-0.98547603483871
"2004",4,22,"SITTING","fBodyAccMag-mean()",-0.943078237096774
"2005",4,22,"SITTING","fBodyBodyAccJerkMag-mean()",-0.968908297096774
"2006",4,22,"SITTING","fBodyBodyGyroMag-mean()",-0.951952767258065
"2007",4,22,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.977775448387097
"2008",4,22,"SITTING","tBodyAccMag-std()",-0.924336184035484
